,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
2,0.0622478,1.0391191,0.0356501,0.0819413,0.937022,0.021925,0.4678571,1.0058709,1.0159495,1.02649
2,0.0748561,1.0152246,0.0180313,0.0525503,0.9737907,0.0236524,0.4693977,0.9537222,0.9779415,1.0725518
2,0.069008,0.9873136,0.046148,0.1135887,0.9002078,0.0525515,0.4243603,1.0529739,0.9621346,1.0706831
2,0.0688667,0.9011073,0.0242757,0.0847815,0.9359513,0.0377595,0.4575794,1.033129,1.00477,0.9175482
2,0.0555447,0.9614006,0.0296781,0.0797142,1.0101381,0.0265898,0.4290198,1.0222261,0.9748222,1.0854918
2,0.0879924,0.9753266,0.0388892,0.0978879,0.9947493,0.0495743,0.4465646,1.0068328,1.0698209,0.9868247
2,0.0652399,1.0272374,0.0413404,0.0814819,0.9994188,0.0331856,0.4372042,1.0217209,0.9388405,1.0402988
2,0.0793226,1.0220834,0.0464576,0.1298768,0.9695694,0.167462,0.4229875,1.0806172,1.0717652,1.0300813
2,0.0616561,1.0883912,0.021804,0.0750593,0.9137519,0.0298462,0.4163943,1.0319683,0.9037052,0.9995034
2,0.0651939,0.9468443,0.0277832,0.0657059,0.9098673,0.0392147,0.4794974,1.0373704,0.9624889,1.0259804
2,0.0606623,1.0531805,0.0483843,0.1070792,0.9178744,0.0490693,0.4358198,1.0197242,0.9862007,1.0134363
2,0.047882,0.8648823,0.0459018,0.0801034,0.9795545,0.0274114,0.4404033,1.0788702,1.0603169,0.9834827
2,0.0835118,0.9886661,0.0287326,0.0987199,0.9654259,0.036378,0.4878244,1.1382273,0.9936798,0.997922
2,0.0906859,1.0255631,0.0279529,0.1566166,0.8786327,0.1400789,0.3815789,0.9763347,1.0515075,0.9798031
2,0.0671993,0.9747202,0.024699,0.0578227,0.9309482,0.0165298,0.468881,1.0901057,0.9415674,1.0513774
2,0.0824001,1.0028099,0.0319116,0.1414671,0.9212099,0.0899742,0.3888709,1.1238858,0.9624359,1.1023037
2,0.0723832,1.0391732,0.0386917,0.1167056,0.8783186,0.0586878,0.4212353,0.994526,1.0209628,0.9414913
2,0.0729005,1.036774,0.0387218,0.1133328,1.0832803,0.0510194,0.4524163,0.9741588,1.0109951,1.0279329
2,0.0632602,1.0137093,0.0308129,0.0736956,0.9234606,0.0214837,0.4498807,0.9466088,1.0601784,1.0519727
2,0.0544271,0.9852733,0.040599,0.0843697,1.0537667,0.0370107,0.5144975,0.965236,1.0482513,1.0174739
2,0.0606724,1.0240032,0.025805,0.1135469,0.9946383,0.0647869,0.4746136,1.0539945,1.0156122,0.9404076
2,0.0641423,0.9800685,0.0191715,0.0728408,0.9744574,0.0379708,0.4230549,0.9888862,0.9613247,1.1087446
2,0.0755519,1.0097998,0.0274443,0.0723034,0.9410065,0.0205914,0.4621864,1.0121892,0.9819683,0.9308641
2,0.05903,1.0472287,0.0212147,0.0697457,1.0490997,0.0339537,0.3893493,0.9804514,1.1122148,1.011827
2,0.0587148,0.8481574,0.0198649,0.0360436,0.9659037,0.0266027,0.4417689,1.0319193,0.961806,0.9835715
2,0.0651953,1.0126308,0.0181044,0.0916055,0.9594893,0.0236638,0.4660609,0.9658757,1.0557156,1.0540767
2,0.0829961,0.9996922,0.0286112,0.0433083,0.9522322,0.0208315,0.4646703,1.0084599,1.0042874,1.1013607
2,0.0757131,0.9292771,0.043036,0.0939069,0.9645127,0.0378191,0.4353078,1.0740907,1.0496485,1.0023389
2,0.0610604,1.0276453,0.0273615,0.0694043,1.0098971,0.0229204,0.4577921,1.0577403,0.9690561,1.1025446
2,0.0641647,0.9954627,0.0213437,0.0591734,1.0148096,0.02294,0.5346117,1.0945832,1.0479797,1.0233856
2,0.0786187,1.0268446,0.034105,0.1107431,0.9515586,0.0606746,0.4348794,1.0399448,1.0414119,1.0639284
2,0.064937,1.0068848,0.0286158,0.0899165,1.0099146,0.0515286,0.4124103,0.9963414,1.0136397,1.0570245
2,0.0682138,0.8939586,0.0481867,0.1342666,1.0062873,0.0448869,0.4246428,0.8989358,1.0175338,1.0115945
2,0.074848,0.9521832,0.0434355,0.1453088,0.9467289,0.0888263,0.4151847,0.9907293,1.0212711,1.0067828
2,0.0503747,0.9341303,0.0265264,0.1028669,1.0328229,0.0260368,0.5175666,1.0668692,0.9912208,1.055495
2,0.0753648,1.0274482,0.0320299,0.0937492,0.9383951,0.0473042,0.4254664,1.0309199,1.0390107,1.0303868
2,0.0772669,1.0967859,0.035708,0.0694587,0.9521106,0.0603276,0.4358107,1.0025577,1.0786117,1.0621616
2,0.0687982,1.0910648,0.0249841,0.123847,0.9614853,0.0562332,0.4421745,1.0599124,1.0175138,1.073235
2,0.0666938,0.9977945,0.0426591,0.0735225,0.9627795,0.0225833,0.4358946,0.9929942,1.0191787,1.0394437
2,0.0898953,1.0293944,0.0430491,0.1001814,0.930613,0.0391063,0.4664651,1.0173732,1.0181896,1.0181723
2,0.0766847,0.9644353,0.0445487,0.0734018,1.0011514,0.0348566,0.453277,0.9682981,0.9329108,1.0487573
2,0.0790713,0.9934831,0.0220228,0.1054318,0.9753896,0.0313262,0.4673374,0.9952033,1.06239,1.0194089
2,0.0706539,1.0092391,0.0170422,0.0825198,1.0137657,0.0471038,0.4992452,1.0554878,1.0087187,0.9992541
2,0.066912,1.0210042,0.0092172,0.0670474,0.9878455,0.031613,0.4732107,1.0378971,1.0193767,1.0363173
2,0.0461576,0.9699626,0.0430746,0.1206689,1.1011035,0.0470094,0.4344344,1.0002498,1.0194141,0.9924427
2,0.0559197,1.0004475,0.0245656,0.0982786,0.8904641,0.0479103,0.480779,0.9889571,1.0195477,1.0240205
2,0.048166,1.078601,0.0262649,0.048223,1.0407887,0.0274185,0.4433117,1.0064914,0.9821916,1.0870326
2,0.0729428,0.9699327,0.0328218,0.0796059,0.9190343,0.0225856,0.4170518,1.0531367,0.9418635,0.9938977
2,0.0678049,1.0175046,0.0259507,0.0914595,0.9748602,0.048185,0.4234487,1.0125745,1.0208027,1.0460428
2,0.0823569,0.9690652,0.0279787,0.0976675,0.9326994,0.0470018,0.4419441,1.0234461,1.0860889,1.0141358
2,0.0615055,1.0479062,0.0253682,0.10202,1.0038384,0.0293776,0.4014847,1.0198057,0.9919772,1.0014553
2,0.0877167,0.9857984,0.027612,0.0592855,0.9143239,0.0293281,0.4641823,1.0050401,1.0058349,1.0398069
2,0.0515035,1.0685233,0.0321177,0.0708275,1.0586818,0.0375485,0.4430237,0.9062611,1.0589395,1.0176266
2,0.0585668,0.9876789,0.0307219,0.1165228,0.9782466,0.1118329,0.4633852,1.1707754,1.0291996,1.0554528
2,0.0623309,0.9275681,0.0422432,0.1133891,0.9845781,0.0680635,0.4944933,1.1324644,0.9019137,0.9327659
2,0.0634424,1.0765297,0.0318967,0.1050098,0.9868559,0.0509449,0.4655344,1.0191583,1.0922146,1.044999
2,0.081647,0.9362181,0.02041,0.0543134,1.0349914,0.0244048,0.430845,0.9905058,1.0305961,0.9458148
2,0.0608475,0.9667608,0.0245618,0.0716796,1.033566,0.0158747,0.4929538,1.0125654,0.8624677,1.0931737
2,0.0623856,0.9990243,0.0160013,0.1161303,0.8922338,0.0602306,0.4742703,0.9789875,0.9508107,0.9949646
2,0.0533956,1.0146185,0.0288651,0.079014,0.959436,0.0173193,0.4657625,1.0789068,1.0876531,0.9712877
2,0.0657932,0.9643348,0.0324929,0.0471317,0.9294657,0.0277192,0.494668,1.0078078,1.0152774,0.9722813
2,0.066619,0.9483779,0.0321968,0.0961162,0.9674014,0.0496129,0.4534089,1.0290444,1.0870763,1.0081202
2,0.090135,1.0064688,0.0287517,0.0801441,0.9733255,0.0307958,0.5030903,1.0320312,0.9732915,1.0499221
2,0.055055,1.0087744,0.0260414,0.0862723,0.9929435,0.0386691,0.4014509,0.9530653,0.9540947,1.068099
2,0.0774489,1.0232159,0.0247223,0.0900703,1.0260553,0.0468004,0.5156717,1.053482,0.9807217,1.0706457
2,0.0804763,1.0037343,0.0297878,0.0680503,0.9523466,0.0205923,0.4572659,0.9869701,1.0469816,0.9415274
2,0.0614837,1.1356499,0.0420394,0.0812357,1.0358273,0.0287571,0.4785375,1.0340311,1.0248858,1.0525382
2,0.0583828,1.0900676,0.0311264,0.1183714,1.0100901,0.0295016,0.4500384,1.0558945,1.0557561,1.0986491
2,0.0569217,1.0670005,0.0217288,0.1278975,0.9459009,0.0405368,0.4541955,1.0676117,1.0173669,0.9629594
2,0.0505807,1.0524081,0.0324633,0.0820074,1.1218374,0.0227512,0.4024981,0.9578259,0.9564259,0.9744649
2,0.0821275,1.0462874,0.0197356,0.0791728,1.0391094,0.0186743,0.4270736,1.0388888,1.028246,1.0143058
2,0.0686256,1.030971,0.036446,0.0749115,0.9485093,0.0324871,0.4844837,1.0244289,1.1229873,1.0758398
2,0.061374,1.1300802,0.0145476,0.0820346,0.9343959,0.0364215,0.5244285,0.9856671,0.9800356,0.9803785
2,0.0491665,0.9968583,0.0293552,0.0358934,0.961778,0.0175771,0.4071337,0.96191,1.022367,1.0102884
2,0.0734954,1.0513842,0.0241842,0.0719158,0.9234475,0.0307674,0.4592036,1.0848779,0.9046974,1.0803212
2,0.0723575,1.0248871,0.0328186,0.04758,1.0044749,0.0466716,0.4459724,1.06539,1.0565209,0.9986622
2,0.0456271,0.9574951,0.0287386,0.0797682,0.9208644,0.0294118,0.4560414,1.0385316,1.060689,1.0376875
2,0.07728,0.9803434,0.0340262,0.0585031,0.9861686,0.0212809,0.4818471,0.9783225,1.0679153,1.0473398
2,0.0740346,0.981397,0.0246761,0.0924067,0.9615324,0.039451,0.4711715,1.0191876,1.0043776,1.0153349
2,0.075249,1.0259317,0.0255733,0.1331575,0.9376063,0.0459298,0.4344625,0.9681509,1.0688294,1.0056474
2,0.0547155,1.0536161,0.0394389,0.0560341,1.0074361,0.0220638,0.4185887,0.9377843,0.9521528,1.1148703
2,0.0665031,1.0308035,0.0297337,0.1353283,0.9133534,0.0592547,0.4247253,1.0473641,1.0384646,0.9922811
2,0.066322,1.0224402,0.0369973,0.0839645,1.0704824,0.024489,0.4309298,0.9484932,0.9787913,1.067575
2,0.0841139,0.9811064,0.0226132,0.0772223,1.0142294,0.0321961,0.4693519,0.920558,1.0704501,1.0655676
2,0.062643,1.0277809,0.0286315,0.1323951,0.9349065,0.1265663,0.4362063,1.0212377,0.987641,1.0143224
2,0.0871199,1.0399532,0.0195291,0.0864732,1.0266348,0.0496315,0.4741567,1.1242959,1.0800421,1.0712873
2,0.0418173,0.9600901,0.0347184,0.081129,0.9777668,0.0392317,0.4678201,0.9499464,1.0874687,1.0436904
2,0.0753149,1.1099119,0.0263692,0.0843607,0.9544286,0.0488782,0.4316629,1.0368043,1.093942,0.9930433
2,0.0630829,1.0176001,0.0484162,0.0904409,1.0309487,0.0485107,0.4559833,1.0619473,1.0561135,0.9577744
2,0.0634552,1.0642179,0.0305805,0.0934787,0.9159887,0.0682322,0.4464217,0.9714359,1.0070226,1.028665
2,0.0525527,0.9955298,0.0372727,0.1394472,0.9571119,0.0712501,0.4067853,1.0058796,1.0338026,1.0829942
2,0.0649012,0.9960852,0.0152809,0.0704971,0.9477653,0.0257417,0.447391,1.0396088,0.9975396,0.9725146
2,0.060858,1.0013872,0.0260482,0.0810502,0.998066,0.0416036,0.3959665,1.0388921,1.0707147,0.9659481
2,0.08501,0.9524926,0.0313782,0.0536799,0.9366328,0.0267286,0.4724203,1.0204144,0.9695329,1.0903594
2,0.0713353,0.9357953,0.0220221,0.1312029,1.0146457,0.0379051,0.4600646,0.9674035,0.9749742,1.1068542
