,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
9,0.0595072,1.0215274,0.0617083,0.1281465,0.9278157,0.117049,0.4243831,1.0090257,1.0524146,0.53198
9,0.0682134,0.9714597,0.0706131,0.165147,0.8960081,0.3708659,0.4116099,0.9327125,1.0187651,0.486847
9,0.0736619,0.9825615,0.0476823,0.1276528,0.9175157,0.1251132,0.3776467,1.0352123,1.0199163,0.4948268
9,0.0969174,0.9612779,0.044254,0.1555286,0.9390276,0.1461706,0.4856723,0.8698042,1.0457345,0.5310837
9,0.0735691,0.9830731,0.056595,0.1745745,0.8337629,0.2906322,0.4192994,1.0109181,1.0364682,0.5680731
9,0.0626051,0.98359,0.0590728,0.125788,1.040889,0.0604307,0.4678131,1.016085,0.9980076,0.4940619
9,0.082596,1.1761619,0.0586681,0.1766368,0.9524774,0.1278167,0.4802251,1.088985,1.0145455,0.5385818
9,0.053134,0.9627246,0.0722549,0.1929938,0.9620631,0.2458295,0.4099417,1.0354583,0.9965403,0.4849532
9,0.0728831,1.0394481,0.0557454,0.0916758,0.8525258,0.1567231,0.4314794,0.9708014,1.0613487,0.5400889
9,0.074156,1.1056302,0.0467059,0.1392986,0.9419123,0.1131396,0.4006758,1.0315712,1.0520153,0.5057031
9,0.0551061,1.0287921,0.0666872,0.1495979,0.9500828,0.2031131,0.3978337,1.0438486,1.0335717,0.4798836
9,0.0445974,0.9642396,0.0447363,0.1892567,0.908773,0.241179,0.486272,1.0003061,0.9818163,0.5229324
9,0.0641529,1.0240463,0.0702304,0.1626161,0.8868866,0.156367,0.4214614,0.9838311,1.0325924,0.4603742
9,0.0735561,0.9865214,0.0534324,0.1299705,0.9587125,0.111693,0.4161795,0.9585058,0.9733726,0.4890574
9,0.0626607,1.0461521,0.0515032,0.1335867,0.9251867,0.1392519,0.4437159,0.9519179,1.0861184,0.4792791
9,0.0735887,1.0179647,0.0462811,0.1527772,0.9189312,0.1929257,0.4321605,1.0839085,1.020976,0.4590797
9,0.0619005,1.0512515,0.0447925,0.1688146,0.9707286,0.0621026,0.4748824,1.064469,0.9872167,0.5171495
9,0.0656936,1.081663,0.0647798,0.1279641,0.9822043,0.1277278,0.4195311,1.0093219,0.9807662,0.4593771
