,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1,0.1121589,0.4935545,0.1159206,0.2608865,0.9273287,0.8872938,0.318936,1.0914161,1.0647313,0.9829382
1,0.093866,0.4551778,0.1391622,0.2790459,0.8030357,0.8637442,0.2752256,0.9413265,0.9811647,1.0453239
1,0.0869695,0.488059,0.1823233,0.2667606,0.7968247,0.7623144,0.3146033,0.9725663,0.9955222,1.0501889
1,0.0942365,0.5069508,0.1338092,0.2274468,0.8884074,0.8264544,0.3143284,1.0298569,1.0878873,0.9468091
1,0.1054572,0.5521501,0.1412536,0.2690168,0.8246481,0.7671032,0.3596351,1.0296761,0.9492282,0.9328717
1,0.0984964,0.5539357,0.1493203,0.2461269,0.9667863,0.7526847,0.3607873,1.0530014,0.9976505,1.0115234
1,0.1356781,0.4576684,0.1724335,0.2693445,0.8825083,0.8976173,0.296035,1.0554804,1.015568,1.0057203
1,0.0856791,0.5140594,0.1948053,0.2589953,0.8072253,0.9057683,0.3019683,0.9976604,1.0244926,1.0048795
1,0.063607,0.4840351,0.16033,0.2771946,0.7880642,0.8874711,0.2872488,1.0026725,1.0467427,1.0193111
1,0.0965341,0.5090224,0.1508366,0.2321262,0.7697264,0.8385274,0.3205455,1.0494532,0.9226641,0.985337
1,0.1374969,0.4544577,0.1322537,0.2935811,0.8280597,0.9443596,0.2773904,0.9901141,1.0058312,1.0154268
1,0.1126419,0.4893426,0.1512182,0.3206275,0.7742477,1.0081369,0.3312032,1.056505,0.9593799,0.9497525
1,0.1156382,0.514305,0.1852524,0.2352399,0.8090993,0.8502631,0.3169371,0.9525567,1.0480071,0.9977864
1,0.1139445,0.5089451,0.1377089,0.2301969,0.8711004,0.9035861,0.2975933,0.9844588,0.9968643,1.0316948
1,0.1318766,0.5474265,0.1528573,0.256431,0.8283776,0.8762893,0.3035588,0.9948709,1.0222678,1.1031955
1,0.0807426,0.4954607,0.1255199,0.2683828,0.7751689,0.8952497,0.2955046,1.0660814,0.9854081,1.0133853
1,0.1118274,0.5128746,0.1294917,0.2297358,0.8642645,0.8552624,0.3245107,1.0826531,1.0129745,1.0147107
1,0.1074011,0.5273876,0.1342165,0.2324881,0.8438496,0.9054653,0.2917396,0.9031517,0.9233518,1.0450371
1,0.1406813,0.4908655,0.1509074,0.2188788,0.8481715,0.8696339,0.3042768,0.9099299,1.0797332,1.0373443
1,0.0919283,0.4660813,0.1258903,0.2328389,0.8619978,0.7981242,0.3337061,1.0147838,1.0690713,0.9537178
