,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
5,0.0600221,0.9757518,0.0731,0.194329,0.7980844,0.1496079,0.3905717,0.9706312,1.0193637,0.991722
5,0.0559524,0.9540812,0.0652488,0.1516987,0.939832,0.0636297,0.4677693,1.0423951,1.0336255,1.0155425
5,0.0567894,1.0996466,0.0462707,0.1423659,0.9393369,0.0399844,0.3813122,1.086908,0.9715167,1.0453181
5,0.0764042,1.0041291,0.0481242,0.174521,0.9001723,0.0567934,0.3778021,0.9732267,0.964315,1.0382239
5,0.0696026,0.9468134,0.0483563,0.1507441,0.916026,0.0603953,0.4007161,1.0383143,1.1071835,0.9653726
5,0.0528415,0.9576051,0.0554468,0.1429691,0.8779575,0.0537011,0.4404649,0.9903221,1.0023595,1.1295247
5,0.0833605,1.0071406,0.0478175,0.118586,1.0079633,0.0513457,0.4730527,1.0145044,0.992512,1.0339341
5,0.0765401,1.035239,0.0568431,0.1598429,0.9697909,0.0906117,0.4358958,0.9656333,1.0646239,1.045695
5,0.0728179,1.0253197,0.0582518,0.1531128,0.929827,0.1264414,0.4269485,1.0185475,0.9533064,1.0243573
5,0.0602101,1.0245934,0.0499521,0.1662879,0.9976627,0.0949152,0.4718765,0.9981143,1.0028872,0.9822279
5,0.0944143,1.0652144,0.0665037,0.1431498,0.8730612,0.0714539,0.3929111,1.0403763,0.96331,0.9543012
5,0.0729583,1.0978294,0.0704076,0.1942244,0.8344968,0.2203744,0.3971526,0.9818994,1.0239313,0.917111
5,0.0689827,0.9649366,0.0527336,0.1379917,0.932239,0.062372,0.4278906,1.0127302,1.0617079,1.0375282
5,0.0673105,0.955156,0.0693464,0.1192704,0.9119596,0.0396916,0.4551665,1.0015488,1.0390027,1.0171244
5,0.0519608,1.0002853,0.0554169,0.1662895,0.8939067,0.0732108,0.3582983,1.0346866,1.0020371,0.9527857
5,0.0675324,0.9602201,0.0730264,0.1191884,0.8929047,0.0364478,0.4689043,0.966643,1.0358864,0.9977293
5,0.1038345,1.0705896,0.0698205,0.1406097,0.8335638,0.0581936,0.419478,1.0917721,1.0674863,0.961444
5,0.0701163,0.971229,0.0731395,0.1553834,0.9317266,0.0637343,0.3967725,0.9487725,1.0130133,1.0421975
5,0.0700495,1.0367025,0.0450739,0.111423,0.8963956,0.0787858,0.4331762,1.0402485,0.9686766,1.0532195
5,0.0705336,1.0455098,0.0486305,0.1532546,0.9779374,0.0780631,0.4521451,0.9985102,0.9936177,0.9523791
5,0.1153734,1.0802866,0.0707574,0.176645,1.0125812,0.076514,0.3958313,1.0546206,1.0830565,1.0219001
5,0.0767836,0.9834021,0.0658742,0.1620342,0.8640565,0.044195,0.4469046,1.0048304,0.9455028,1.0907665
5,0.0984449,1.0328427,0.0452847,0.168333,0.9187743,0.0654237,0.3856466,1.0704487,1.0274162,1.0626688
5,0.0792308,1.007828,0.0523089,0.1674172,0.9481341,0.1144912,0.4290862,1.0705849,0.9148903,0.9928532
5,0.0703023,1.0296474,0.0420902,0.1379936,0.9509491,0.0307535,0.4406046,0.9442225,1.0838448,1.0386431
5,0.0559644,1.0827167,0.0579939,0.1406846,0.9831966,0.0481221,0.4114766,0.9218974,1.0139528,1.0813844
5,0.0498932,0.9982408,0.0416479,0.1414,0.9459694,0.0328004,0.4514252,1.0074677,1.1009931,1.1236755
5,0.0750489,0.971914,0.0512164,0.1471718,1.0221876,0.0230672,0.4380125,0.9751844,0.9512322,1.0648426
5,0.0533547,1.0050967,0.0467527,0.121922,0.9587897,0.0436844,0.4198593,1.003057,1.0374357,1.0151115
5,0.0979953,1.0300243,0.039822,0.1537143,0.9189826,0.0459199,0.4200324,0.9917955,1.1289597,1.0245526
5,0.0664699,0.9808432,0.0704898,0.1682394,0.8974846,0.0831065,0.446362,1.0676049,1.0271149,1.0242538
5,0.0591327,0.9124224,0.0571386,0.1241845,1.0178158,0.0319414,0.3699846,1.0162131,1.0159266,1.0480471
5,0.0917486,1.0529866,0.0794005,0.1520569,1.0559934,0.0514965,0.4027387,0.960501,1.0195871,1.0057038
5,0.0845035,1.0760497,0.0576814,0.1243436,0.9567043,0.0862134,0.4297303,1.0080166,1.0128305,1.0078599
5,0.086798,0.96954,0.0581017,0.1524455,0.8390705,0.0270857,0.4543529,0.9874396,0.9649003,0.9425217
5,0.0695721,1.0301761,0.0476356,0.1567275,0.9035434,0.07929,0.4292507,1.0145074,0.995206,1.0882906
5,0.0713318,1.0319701,0.0611472,0.2038247,0.8955828,0.2129332,0.31567,0.9081236,1.0170888,1.0423131
5,0.0459755,1.0329173,0.0575319,0.1153404,0.9497492,0.0240871,0.3844121,0.9763896,1.0007546,1.1915191
5,0.0625047,0.9834988,0.0613118,0.1659939,0.8912793,0.1503837,0.4578535,0.933162,1.1674745,0.9857786
5,0.0756686,1.0682066,0.0768407,0.145684,1.01501,0.0806247,0.452644,0.9479259,1.0932674,0.9783659
5,0.0607911,1.0086613,0.0604138,0.1294314,0.9718359,0.0679618,0.4239042,1.0915801,0.9681151,0.9944504
5,0.0933885,1.017364,0.0518141,0.1069497,0.897327,0.0250517,0.4564769,1.0862369,1.0387443,0.9911158
5,0.0897945,0.8171608,0.0687306,0.1307784,0.9208567,0.0615515,0.3935932,1.0342345,1.0006941,0.9928853
5,0.0691928,1.0209084,0.0580267,0.1584374,0.8993501,0.1025709,0.3808428,0.932959,0.9721429,0.9817743
5,0.0838319,0.982401,0.0512311,0.1204573,0.9551722,0.0331245,0.4393065,1.0077552,1.0441271,0.9514609
5,0.0648481,0.9528913,0.0475126,0.1181465,0.9534479,0.0144805,0.484177,1.0245761,0.9491763,1.0218816
5,0.0676101,1.0211807,0.0549823,0.1668083,0.9272876,0.0859018,0.4011726,0.9873547,0.9526103,0.9906837
5,0.0739569,0.907681,0.0506729,0.1435782,0.9782985,0.0537703,0.3346473,0.9793809,1.1506003,0.9735609
5,0.0688713,0.9370338,0.0715333,0.1381412,0.9236939,0.0429871,0.4216108,1.0159817,1.0396621,0.9388432
5,0.0791532,1.0679202,0.035907,0.1663238,0.9422201,0.0567707,0.3548894,1.0203392,0.9049603,1.0495072
5,0.0738676,1.0390611,0.0454182,0.1542218,0.9752813,0.0813862,0.407879,0.9984898,1.0351117,1.0326576
5,0.0690612,0.9882349,0.0712144,0.1599592,0.959407,0.1299622,0.3745127,0.9758771,1.0199969,1.0240697
5,0.0702753,1.0062192,0.0759848,0.1811724,0.8731942,0.1479014,0.4336302,1.0037976,1.0283109,0.9563314
5,0.0504198,0.9582616,0.0483512,0.1858588,0.8358479,0.1623764,0.356691,0.9826279,1.0763895,0.9699565
5,0.0541636,1.0958453,0.0441312,0.0947714,0.9058666,0.0264026,0.4401797,1.0695737,1.1180101,1.1033908
